n,type,algorithm,time_ms,comparisons,swaps,array_accesses,memory_allocations,memory_used_kb,is_correct
10,random,selection,0.000,3945477776,686170048,10635635744,0
0.093 us/op
10,reverse,selection,0.000,4396353864,523375460,10886209568,0
0.077 us/op
10,sorted,selection,0.000,17202406335,0,34404812670,0
0.008 us/op
10,nearly-sorted,selection,0.000,14114568342,371436009,29714880720,0
0.021 us/op
100,random,selection,0.000,19316953128,370205880,40114729776,0
2.051 us/op
100,reverse,selection,0.000,4563938106,59706150,9366700812,0
6.695 us/op
100,sorted,selection,0.000,27819866806,0,55639733612,0
0.056 us/op
100,nearly-sorted,selection,0.000,21948229842,39826220,44055764564,0
2.005 us/op
1000,random,selection,0.000,19825472520,39451860,39808752480,0
200.613 us/op
1000,reverse,selection,0.000,4429368360,4129890,8875256280,0
977.971 us/op
1000,sorted,selection,0.000,27468113933,0,54936227866,0
0.585 us/op
1000,nearly-sorted,selection,0.000,21563940942,3723984,43142777820,0
189.329 us/op
10000,random,selection,0.000,21547851896,4303966,43112919656,0
18241.224 us/op
10000,reverse,selection,0.000,20092303495,2092418,40192976662,0
19968.158 us/op
10000,sorted,selection,0.000,26776862868,0,53553725736,0
5.856 us/op
10000,nearly-sorted,selection,0.000,23395980353,403021,46793572790,0
17302.910 us/op
100000,random,selection,0.000,39999600256,799864,80002399968,0
1774404.167 us/op
100000,reverse,selection,0.000,40000861328,490992,80003686624,0
6537404.667 us/op
100000,sorted,selection,0.000,24781428273,0,49562856546,0
62.116 us/op
100000,nearly-sorted,selection,0.000,40012785840,46992,80025759648,0
1702444.625 us/op

